tax_id	abundance	lineage
4000	0.019837189811076482	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicimonas;
3042	0.0952421752682886	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseicyclus;
8212	0.0634920637329976	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Lentibacter;
8929	0.015873015470050496	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariicoccus;
248	0.0238099631011703	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
9437	0.011904761904761904	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;
4030	0.031746031746031744	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;
2522	0.07539682539800842	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita;
3477	0.07539682539682539	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;
7264	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;Candidatus Vidania;fulgoroideae;
44	0.015873015873015872	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
12611	0.04761904761921158	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;rosea;
18572	0.003968253967133381	Bacteria;Proteobacteria;Gammaproteobacteria;sediment-surface35;
9459	0.003968253969374556	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella;
4244	0.003957502674448127	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;
220	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Coxiellales;Coxiellaceae;Coxiella;
1628	0.01984126984126984	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Mesoflavibacter;
6681	0.015873015873015872	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;
13826	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Seohaeicola;saemankumensis;
1419	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrorhabdus;
4589	0.003968253968182584	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;Carboxylicivirga;
7889	0.003968253968325352	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;
4096	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;anisa;
6691	0.015873015873015872	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
5002	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;
11012	0.023809523809523808	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;
205	0.011904761904761904	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;
11704	0.007936507936507936	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Halochromatium;
14510	0.0039790052620598095	Bacteria;Proteobacteria;Gammaproteobacteria;EC3;
7648	0.003968253968253968	Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;
12859	0.007936507936507936	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;
4294	0.007936507936507936	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Litoricolaceae;Litoricola;
2781	0.05952380952380952	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;
18288	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Roseitalea;
13222	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter;xiamenensis;
4780	0.003968253968253968	Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;
3795	0.003968253968253968	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurospirillaceae;Sulfurospirillum;
8726	0.011904761904761904	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;vinosum;
4831	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;vestfoldensis;
12456	0.003968253968253968	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibaca;
68	0.003968253968253968	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
