tax_id	abundance	lineage
76	0.1513157894736842	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
44	0.4407894736842105	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
248	0.013157894736842105	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
198	0.019736842105263157	Bacteria;Cyanobacteria;Cyanobacteriia;Synechococcales;Cyanobiaceae;Cyanobium PCC-6307;
11054	0.11842105263157894	Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;
258	0.006578947368421052	Bacteria;Cyanobacteria;Cyanobacteriia;Phormidesmiales;Nodosilineaceae;Nodosilinea PCC-7104;
3477	0.006578947368421052	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibacterium;
9350	0.013157894736842105	Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;
2464	0.006578947368421052	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;
15516	0.006578947368421052	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna;
1403	0.013157894736842105	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Phormidiaceae;Planktothrix NIVA-CYA 15;
12859	0.013157894736842105	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;
532	0.006578947368421052	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Idiomarinaceae;Idiomarina;
2522	0.05921052631578947	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita;
6653	0.006578947368421052	Bacteria;Patescibacteria;Gracilibacteria;
4046	0.006578947368421052	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Yoonia-Loktanella;
2374	0.019736842105263157	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;
4294	0.013157894736842105	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Litoricolaceae;Litoricola;
15467	0.019736842105263157	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia;
1723	0.006578947368421052	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Phormidiaceae;Phormidium IAM M-71;
7547	0.006578947368421052	Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;
5168	0.006578947368421052	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;MWH-UniP1 aquatic group;
5373	0.006578947368421052	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Synechocystis PCC-6803;
6443	0.006578947368421052	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
2386	0.006578947368421052	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Salinarimonas;
7638	0.006578947368421052	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
237	0.006578947368421052	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum;
18172	0.006578947368421052	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;
unmapped	0.0	
mapped_unclassified	0.0	
