tax_id	abundance	lineage
216	0.027066741818743006	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;
6506	0.07207207207207207	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98 freshwater group;
76	0.3963963963963964	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
899	0.009009009009009009	Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans;
44	0.0990990990990991	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
248	0.06302334827134708	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;
13785	0.018018018018018018	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna;
11217	0.009009009009009009	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;
7556	0.009009009009009009	Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella;
2014	0.036036036036036036	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiocapsa;
4309	0.009009009009009009	Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;
4568	0.02702702702702703	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;asymbioticus;
175	0.009009009009009009	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;
6963	0.009009009009009009	Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;Candidatus Latescibacter;
18182	0.02702702702702703	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Candidatus Aquirestis;
2318	0.009009009009009009	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;
6525	0.02702702702702703	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Dinghuibacter;
2451	0.009009009009009009	Bacteria;Patescibacteria;Gracilibacteria;Candidatus Peregrinibacteria;
2781	0.009009009009009009	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;
6443	0.009009009009009009	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
3108	0.009009009009009009	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;
10135	0.009009009009009009	Bacteria;Patescibacteria;Microgenomatia;Candidatus Roizmanbacteria;
2163	0.009009009009009009	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Microcystis PCC-7914;
8252	0.009009009009009009	Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;
10298	0.009009009009009009	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;difficilis;
8166	0.009009009009009009	Bacteria;Proteobacteria;Gammaproteobacteria;Competibacterales;Competibacteraceae;Candidatus Competibacter;
1385	0.009009009009009009	Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group;
18172	0.009009009009009009	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;
6978	0.009009009009009009	Bacteria;Patescibacteria;WWE3;
2951	0.009009009009009009	Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Sedimenticolaceae;
9751	0.009009009009009009	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Limnohabitans;
7945	0.009009009009009009	Bacteria;Desulfobacterota;Desulfobaccia;Desulfobaccales;Desulfobaccaceae;Desulfobacca;
14480	0.009009009009009009	Bacteria;Cloacimonadota;Cloacimonadia;Cloacimonadales;PBS-18;
unmapped	0.0	
mapped_unclassified	0.0	
