tax_id	abundance	lineage
2374	0.0106951871657754	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera;
8929	0.008021390374331552	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Aestuariicoccus;
4294	0.13368983957219252	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Litoricolaceae;Litoricola;
18172	0.232620320855615	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade III;
2464	0.0053475935828877	Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;
15467	0.0106951737117029	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;Kerstersia;
6506	0.02941177815995485	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Alcaligenaceae;GKS98 freshwater group;
12859	0.09090909090909091	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;NS3a marine group;
15516	0.05080213903743316	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Aquiluna;
6691	0.08823529411764706	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;NS9 marine group;
4161	0.013368983957219251	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2;
44	0.008021390374331552	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;
5168	0.053475935828877004	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;MWH-UniP1 aquatic group;
6443	0.013368983957219251	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;
68	0.013368983957219251	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;
7638	0.016042780748663103	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;
9841	0.005347593582861335	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;marincola;
3672	0.005347593582914065	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Algoriphagus;
6527	0.0106951871657754	Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I;Clade Ia;
32	0.00267379679144385	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;
2522	0.00267379679144385	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita;
8791	0.008021390374331552	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Rheinheimera;perlucida;
6725	0.00267379679144385	Bacteria;Proteobacteria;Gammaproteobacteria;
17701	0.00267379679144385	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;
7254	0.00267379679144385	Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;hgcI clade;
11012	0.00267379679144385	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Fabibacter;
1591	0.0053475935828877	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Arcobacteraceae;
6942	0.02406417112299465	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;OM43 clade;
7295	0.00267379679144385	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Solimonadaceae;Polycyclovorans;
7816	0.0053475935828877	Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Marinilabiliaceae;
10565	0.026737967914438502	Bacteria;Firmicutes;Bacilli;Izemoplasmatales;Izemoplasmataceae;Izimaplasma;
76	0.0374331550802139	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;
10898	0.008021390374331552	Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;PS1 clade;
2781	0.00267379679144385	Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;
4697	0.008021390374331552	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella;
1834	0.00267379679144385	Bacteria;Firmicutes;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;
6653	0.00267379679144385	Bacteria;Patescibacteria;Gracilibacteria;
13785	0.0106951871657754	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Candidatus Limnoluna;
286	0.0053475935828877	Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;CL500-29 marine group;
17261	0.0106951871657754	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;RS62 marine group;
5623	0.00267379679144385	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;
2697	0.00267379679144385	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Woeseiaceae;Woeseia;
9564	0.00267379679144385	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter;
6681	0.00267379679144385	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;
5790	0.0053475935828877	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Polaribacter;gangjinensis;
6712	0.00267379679144385	Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum;
1351	0.00267379679144385	Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;koll11;
7954	0.00267379679144385	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Cryomorphaceae;Vicingus;
unmapped	0.0	
mapped_unclassified	0.0	
