Species	feces1	feces2	feces3	feces4	feces5	feces6	plaque1	plaque2	plaque3	plaque4	plaque5	plaque6	saliva1	saliva2	saliva3	saliva4	saliva5	saliva6
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella|Atopobium rimae ATCC 49626	0	0	0	0	0	0	0.0345661942620118	0	0.201884253028264	0.100806451612903	0.104766893661603	0	0	0	0	0	0.0460193281178095	0
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella|Lancefieldella rimae	0	0	0	0	0	0	0.172830971310059	0.950118764845606	0	0.100806451612903	0.0523834468308015	0.176991150442478	0.755494505494505	0	0	0.04151100041511	0.092038656235619	0.0504286434694907
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Lancefieldella|Unassigned	0	0	0	0	0	0	0	0	0.0672947510094213	0	0.104766893661603	0.353982300884956	0.0686813186813187	0.157977883096367	0.462695199537305	0.24906600249066	0.414173953060285	0.605143721633888
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Olsenella|Olsenella sp. oral taxon 807	0	0	0	0	0	0	0.138264777048047	0.593824228028504	0.201884253028264	0	0.209533787323206	1.23893805309735	0	0	0	0	0	0
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella aerofaciens	0.46339202965709	1.07655502392344	0.908173562058527	0.38860103626943	0.104166666666667	1.8348623853211	0.0345661942620118	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Actinomycetota|Coriobacteriia|Coriobacteriales|Coriobacteriales Incertae Sedis|Incertae Sedis|gut metagenome	0	0	0	0.129533678756477	0	0.611620795107034	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|Mycoplasmataceae genomosp. P1 oral clone MB1_G23	0	0	0	0	0	0	0	0	0	0	0.523834468308015	0.176991150442478	0.0686813186813187	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Acholeplasmatales|Acholeplasmataceae|Acholeplasma|uncultured bacterium	0	0	0	0	0	0	0	0	0.874831763122476	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae|Catenibacterium|uncultured bacterium	0	2.63157894736842	0.504540867810293	0	0	0	0	0.118764845605701	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae|Erysipelotrichaceae UCG-003|Erysipelotrichaceae bacterium GAM147	0.278035217794254	0.358851674641148	0	0	1.25	3.6697247706422	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelatoclostridiaceae|Incertae Sedis|Firmicutes bacterium CAG	0	0	0	1.42487046632124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Bulleidia|Bulleidia extructa	0	0	0	0	0	0	0	0	0	0	0.104766893661603	0	0.137362637362637	0	0.0578368999421631	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Erysipelotrichaceae UCG-006|uncultured Erysipelotrichaceae bacterium	0	0	0	0	0	0	0.0691323885240235	0	0.0672947510094213	0	0.157150340492404	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Erysipelotrichaceae UCG-006|uncultured bacterium	0	0	0	0	0	0	0	0	0.0672947510094213	0	0.209533787323206	0	0.0686813186813187	0	0.0578368999421631	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Holdemanella|uncultured bacterium	0	0	1.61453077699294	2.72020725388601	5.20833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Erysipelotrichales|Erysipelotrichaceae|Solobacterium|Solobacterium moorei	0	0	0	0	0	0	0.0691323885240235	0.475059382422803	0.471063257065949	0.30241935483871	0.104766893661603	0.176991150442478	0.137362637362637	0.210637177461822	0.809716599190283	0.12453300124533	0.276115968706857	0.857286938981341
Bacteria|Bacillota|Bacilli|Izemoplasmatales|Incertae Sedis|Incertae Sedis|uncultured bacterium	0	0	0	0	0	0	0	0.118764845605701	0.0672947510094213	0	0	0	0.206043956043956	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Granulicatella adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526592943654555	0.231347599768652	0.12453300124533	0	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Granulicatella adiacens ATCC 49175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184077312471238	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Unassigned	0	0	0	0	0	0	0	0	0.0672947510094213	0	0	0	0	0.737230121116377	0.578368999421631	0.24906600249066	0.828347906120571	0.353000504286435
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|uncultured bacterium	0	0	0	0	0	0	0	0.118764845605701	0	0	0	0.353982300884956	0.0686813186813187	0.210637177461822	1.33024869866975	0	0	0.100857286938981
Bacteria|Bacillota|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|uncultured organism	0	0	0	0	0	0.305810397553517	0.103698582786035	0	0.0672947510094213	0.504032258064516	0	0.176991150442478	0.549450549450549	3.42285413375461	2.89184499710816	1.99252801992528	3.865623561896	1.81543116490166
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus	0	0	0	0	0	0	1.27894918769443	15.083135391924	1.00942126514132	29.6370967741935	0.36668412781561	0.353982300884956	1.37362637362637	0.0526592943654555	0.115673799884326	0.12453300124533	0.138057984353428	0.504286434694907
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus australis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842548709847288	0	0.12453300124533	2.16290842153705	0.151285930408472
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus constellatus subsp. pharyngis SK1060 = CCUG 46377	0	0	0	0	0	0	0.0691323885240235	4.51306413301663	0	0.201612903225806	0	0.530973451327434	0	0	0.0578368999421631	0	0	0.100857286938981
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus cristatus	0	0	0	0	0	0	0.345661942620118	0.475059382422803	0.0672947510094213	0	0	1.23893805309735	0.686813186813187	0.57925223802001	0.983227299016773	0.37359900373599	0.736309249884952	0.403429147755925
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus gordonii	0	0	0	0	0	0	0.20739716557207	0	0.0672947510094213	3.0241935483871	0.0523834468308015	0.353982300884956	0.618131868131868	1.21116377040548	0.636205899363794	0.24906600249066	0.184077312471238	0.0504286434694907
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210637177461822	0.231347599768652	0.99626400996264	0	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus mitis	0	0	0	0	0	0	0.622191496716212	3.91923990498812	0.134589502018843	0.201612903225806	0.0523834468308015	0	1.0989010989011	2.21169036334913	3.41237709658762	0.70568700705687	0.322135296824666	0.302571860816944
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus oralis	0	0	0	0	0	0	0.0345661942620118	0.118764845605701	0.0672947510094213	0.201612903225806	0.0523834468308015	0	0.549450549450549	0.947867298578199	0.231347599768652	0.12453300124533	0	0.403429147755925
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus parasanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737230121116377	0.404858299595142	0	0	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus pneumoniae	0	0	0	0	0	0	0	0.356294536817102	0.269179004037685	0	0	0	0	0.263296471827278	0.347021399652979	0	0.184077312471238	0.353000504286435
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus rubneri	0	0	0	0	0	0	0	0	0.0672947510094213	0	0	0	0	0.579252238020011	1.33024869866975	0.33208800332088	1.38057984353428	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sanguinis	0	0	0	0	0	0	0.0691323885240235	0.356294536817102	0.0672947510094213	0	0	0	0	0.315955766192733	0	0.04151100041511	0.276115968706857	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0.0686813186813187	0	0	0	0.230096640589047	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus sp. oral clone MCE7_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10446387482743	0
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Unassigned	0	0	0	0	0.208333333333333	0	0.380228136882129	0.118764845605701	0.672947510094213	0.201612903225806	0.104766893661603	3.1858407079646	1.57967032967033	12.0589784096893	11.5095430884905	19.0950601909506	12.9314312011045	5.49672213817448
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|uncultured Streptococcus sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0.210637177461822	0.289184499710816	0	0.276115968706857	0.252143217347453
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|uncultured bacterium	0	0	0	0	0	0	0.311095748358106	0	0	0	0	0.353982300884956	2.12912087912088	7.00368615060558	3.35454019664546	5.35491905354919	7.36309249884952	4.74029248613212
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|uncultured organism	0	0.358851674641148	0.0504540867810293	0	0.104166666666667	0	0.553059108192188	0	0.201884253028264	0.403225806451613	0.209533787323206	2.12389380530973	3.09065934065934	5.95050026329647	7.11393869288606	6.47571606475716	10.4924068108606	7.91729702471004
Bacteria|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|unidentified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.842548709847288	0	0	0.0460193281178095	2.01714573877963
Bacteria|Bacillota|Bacilli|Mycoplasmatales|Mycoplasmataceae|Mycoplasma|Metamycoplasma faucium	0	0	0	0	0	0	0.380228136882129	0	1.34589502018843	0	0.104766893661603	0	0.0686813186813187	0	0.115673799884326	0	0	0
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis|Incertae Sedis|Firmicutes oral clone FM046	0	0	0	0	0	0	0	0	0	0	0	0	0.0686813186813187	0	0.0578368999421631	0	0	0.100857286938981
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis|Incertae Sedis|gut metagenome	0	0	0.454086781029263	0.906735751295337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|RF39|Incertae Sedis|Incertae Sedis|uncultured bacterium	0	0	0.0504540867810293	0	0.625	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella haemolysans	0	0	0	0	0	0	0.138264777048047	0	0.0672947510094213	0	0	0	0	0	0.0578368999421631	0	0.230096640589047	0.0504286434694907
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella haemolysans ATCC 10379	0	0	0	0	0	0	0.0345661942620118	0	0.0672947510094213	0	0	0.353982300884956	0.0686813186813187	1.31648235913639	0.694042799305957	0.04151100041511	0.0460193281178095	0.100857286938981
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella morbillorum	0	0	0	0	0	0	0.0345661942620118	0	0	0.403225806451613	0	0.353982300884956	0.824175824175824	0.105318588730911	0.347021399652979	0.08302200083022	0.230096640589047	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella sanguinis	0	0	0	0	0	0	0.0345661942620118	0	0	0	0	0.530973451327434	0.961538461538462	6.05581885202738	4.51127819548872	2.61519302615193	8.42153704555913	0.151285930408472
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Gemella sp. oral taxon 928	0	0	0	0	0	0	0	1.78147268408551	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|Unassigned	0	0	0	0	0	0	0.0691323885240235	0	0.134589502018843	0	0	0	0	0	0	0	0.0460193281178095	0
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|uncultured bacterium	0	0	0	0	0	0	0.241963359834082	0	0	0	0	0.176991150442478	0	0.210637177461822	0.75187969924812	0.24906600249066	0.598251265531523	1.21028744326778
Bacteria|Bacillota|Bacilli|Staphylococcales|Gemellaceae|Gemella|uncultured organism	0	0	0	0	0	0	0.0691323885240235	0	0	0.100806451612903	0	1.5929203539823	0.206043956043956	0.579252238020011	0.462695199537305	0.29057700290577	0.92038656235619	0.100857286938981
Bacteria|Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenellaceae R-7 group|gut metagenome	0	0	0	1.81347150259067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Christensenellales|Christensenellaceae|Christensenellaceae R-7 group|uncultured bacterium	0.092678405931418	0	0.0504540867810293	1.81347150259067	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis|Incertae Sedis|gut metagenome	9.63855421686747	1.55502392344498	0.504540867810293	0	0.729166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis|Incertae Sedis|uncultured bacterium	0	1.79425837320574	0	5.95854922279793	3.02083333333333	0	0.0345661942620118	0	0.0672947510094213	0	0.104766893661603	0.530973451327434	0.0686813186813187	0.105318588730911	0.520532099479468	0.08302200083022	0.322135296824666	1.81543116490166
Bacteria|Bacillota|Clostridia|Clostridia UCG-014|Incertae Sedis|Incertae Sedis|uncultured organism	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353000504286435
Bacteria|Bacillota|Clostridia|Lachnospirales|Defluviitaleaceae|Defluviitaleaceae UCG-011|uncultured Lachnospiraceae bacterium	0	0	0	0	0	0	0	0	0.0672947510094213	0	0.157150340492404	0	0.686813186813187	0	0	0	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Defluviitaleaceae|Defluviitaleaceae UCG-011|uncultured bacterium	0	0	0	0	0	0	0.276529554096094	0	0.0672947510094213	0	0.261917234154007	0	0	0	0	0	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|Unassigned	0.185356811862836	0	0.504540867810293	0	0.625	4.89296636085627	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|[Eubacterium] rectale DSM 17629	0	0	0.353178607467205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|metagenome	0	0	0	0	1.14583333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|uncultured bacterium	0.185356811862836	0.837320574162679	1.61453077699294	0	0	7.3394495412844	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|uncultured organism	0.370713623725672	0.239234449760766	1.81634712411705	0.518134715025907	1.45833333333333	7.95107033639144	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|Blautia hansenii	0	0	0	0	0	6.11620795107034	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|uncultured bacterium	0.092678405931418	1.43540669856459	1.05953582240161	2.2020725388601	0.833333333333333	4.89296636085627	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Blautia|uncultured organism	0	0	0	0	0	1.8348623853211	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|Butyrivibrio crossotus	0	0	6.30676084762866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|Firmicutes oral clone BB124	0	0	0	0	0	0	0	0	0.471063257065949	0	0	0	0	0	0	0	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Butyrivibrio|uncultured organism	0	0	1.2108980827447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|Catonella morbi	0	0	0	0	0	0	0.449360525406153	0.118764845605701	0.336473755047106	0	0.471451021477213	1.94690265486726	0.755494505494506	0.105318588730911	0.115673799884326	0.04151100041511	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|Catonella sp. oral clone BR063	0	0	0	0	0	0	0	0	0	0.705645161290323	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|Unassigned	0	0	0	0	0	0	0.553059108192188	0	0	0	0.157150340492404	0.353982300884956	0	0.0526592943654555	0	0	0.092038656235619	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Catonella|uncultured bacterium	0	0	0	0	0	0	0.380228136882129	0	0.0672947510094213	0.403225806451613	0.0523834468308015	0.530973451327434	0	0	0.0578368999421631	0	0.0460193281178095	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|uncultured Firmicutes bacterium	0.278035217794254	0.717703349282297	0.605449041372351	0.518134715025907	0.104166666666667	0.305810397553517	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|uncultured bacterium	0.834105653382762	1.43540669856459	4.08678102926337	0.259067357512953	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|uncultured organism	0.092678405931418	0.598086124401914	0.252270433905146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Coprococcus|unidentified	0	0	1.46316851664985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea|Unassigned	0.46339202965709	0.478468899521531	0.65590312815338	0	0.833333333333333	0.611620795107034	0	0	0	0	0.0523834468308015	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea|uncultured bacterium	0.278035217794254	0.239234449760766	0.252270433905146	1.42487046632124	0.208333333333333	0.917431192660551	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea|uncultured organism	0.46339202965709	1.31578947368421	0.302724520686176	2.46113989637306	2.60416666666667	3.36391437308868	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Fusicatenibacter|uncultured bacterium	0.648748841519926	0	0.302724520686176	0.259067357512953	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Incertae Sedis|Butyrivibrio sp. oral clone DA074	0	0	0	0	0	0	0	0	0.201884253028264	0	0.0523834468308015	0.176991150442478	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Johnsonella|Firmicutes oral clone CK051	0	0	0	0	0	0	0.138264777048047	0	0.134589502018843	0	0.104766893661603	1.06194690265487	0.343406593406593	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Johnsonella|uncultured bacterium	0	0	0	0	0	0	0.553059108192188	0	0.134589502018843	0	0	0.353982300884956	0.343406593406593	0	0.173510699826489	0.62266500622665	0.322135296824666	0.453857791225416
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoanaerobaculum|uncultured organism	0	0	0	0	0	0	0.0345661942620118	0.237529691211401	0	0	0.104766893661603	0.176991150442478	0.0686813186813187	0.105318588730911	0.231347599768652	0.16604400166044	0.322135296824666	1.10943015632879
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnoclostridium|uncultured organism	0	0	0	0	0	1.22324159021407	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospira|Bacteroides galacturonicus	1.11214087117702	0.239234449760766	0.252270433905146	0	0.208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Lachnospira|uncultured bacterium	0.370713623725672	0.119617224880383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|Ruminococcus lactaris ATCC 29176	0.92678405931418	3.11004784688995	0	0.129533678756477	0.104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|uncultured bacterium	0.185356811862836	0.717703349282297	0.201816347124117	0	3.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Moryella|uncultured bacterium	0	0	0	0	0	0	0.276529554096094	0.237529691211401	0.740242261103634	0	0.733368255631221	0.707964601769911	0.206043956043956	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|Oribacterium asaccharolyticum ACB7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526592943654555	0.0578368999421631	0.12453300124533	0	0.655572365103379
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|Oribacterium parvum ACB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115673799884326	0.08302200083022	0	0.252143217347453
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|Oribacterium sp. oral taxon 078 str. F0262	0	0	0	0	0	0	0.380228136882129	0	0.0672947510094213	2.72177419354839	0.733368255631221	0	0	0	0	0	0	0.0504286434694907
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|uncultured Lachnospiraceae bacterium	0	0	0	0	0	0	0.0345661942620118	0	0.0672947510094213	0.604838709677419	0.104766893661603	0	0.0686813186813187	0	0	0	0	0
Bacteria|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Oribacterium|uncultured bacterium	0	0	0	0	0	0	0	0	0	0	0.0523834468308015	0	0	0	0.0578368999421631	0.29057700290577	0	0
