var	estimate	estimate1	estimate2	statistic	p.value	parameter	conf.low	conf.high	method	alternative
Bacteria|Acidobacteria|Acidobacteria_Gp10|Unassigned|Unassigned|Gp10	-0.118447573500518	0.180488660818797	0.298936234319315	-2.88530877474373	0.0181172525675086	8.95288192867335	-0.211388108784126	-0.0255070382169091	Welch Two Sample t-test	two.sided
Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Iamiaceae|Actinomarinicola	-0.196365898873396	0.195547948601302	0.391913847474698	-3.88029906669979	0.00479077981347666	7.89714590687212	-0.313328325155936	-0.0794034725908565	Welch Two Sample t-test	two.sided
Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Nocardioidaceae|Aeromicrobium	0.266861512892171	0.588625411724058	0.321763898831888	3.35812366790797	0.0125369524983451	6.84075255806567	0.0780604418785377	0.455662583905804	Welch Two Sample t-test	two.sided
Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Unassigned	-0.0960930569136106	0.11698319577271	0.21307625268632	-3.86278065268049	0.0043177504793074	8.44821795605635	-0.152933250584837	-0.0392528632423845	Welch Two Sample t-test	two.sided
Bacteria|Actinobacteria|Thermoleophilia|Gaiellales|Gaiellaceae|Gaiella	-0.214249700129977	0.493329776142965	0.707579476272942	-2.55289998674228	0.0287227045606001	9.9990653845173	-0.401246500513015	-0.027252899746939	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Niastella	-0.291404827343953	0.0694137207441599	0.360818548088113	-5.91326531216858	0.00096706798323526	6.1238997451492	-0.411399356995628	-0.171410297692279	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cytophagaceae|Chryseotalea	-0.131794954734865	0.0303357707672057	0.162130725502071	-7.38492814851264	2.57648071732405e-05	9.83824123706264	-0.171648184896956	-0.0919417245727742	Welch Two Sample t-test	two.sided
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Fulvivirgaceae|Chryseolinea	-0.2605157871539	0.0730310134531185	0.333546800607019	-5.53331487870316	0.000349204842067433	9.10682241148402	-0.366831006140292	-0.154200568167508	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Bacillus	-1.09921177264861	0.471476738798407	1.57068851144702	-3.41025080856415	0.0152578988837954	5.75907708600106	-1.89598192414387	-0.302441621153355	Welch Two Sample t-test	two.sided
Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae_1|Peribacillus	-0.187955346325151	0.0646803507464441	0.252635697071595	-3.51956357640476	0.0150748253532377	5.36280276717726	-0.322485350204544	-0.0534253424457581	Welch Two Sample t-test	two.sided
Bacteria|Gemmatimonadetes|Gemmatimonadetes|Gemmatimonadales|Gemmatimonadaceae|Gemmatirosa	-0.0459819246255528	0.103557747334678	0.149539671960231	-2.44740603114239	0.0354693092529034	9.54891976785398	-0.0881138579809709	-0.00384999127013469	Welch Two Sample t-test	two.sided
Bacteria|Planctomycetes|Planctomycetacia|Pirellulales|Lacipirellulaceae|Lacipirellula	-0.17692596371368	0.031860502590261	0.208786466303941	-3.16232455546793	0.0197178199198848	5.95263350520453	-0.314090459758768	-0.0397614676685917	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Brevundimonas	0.0880879655096795	0.182659616328738	0.0945716508190582	2.30312844774128	0.0448902868189967	9.65760411198113	0.00245681475788994	0.173719116261469	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Alphaproteobacteria|Caulobacterales|Caulobacteraceae|Phenylobacterium	0.293846795783853	0.738674713195631	0.444827917411778	3.73055396768202	0.0039265030563284	9.97086014478582	0.118272088552446	0.46942150301526	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Devosiaceae|Devosia	0.699276490152212	1.80012192405937	1.10084543390716	2.78339702919338	0.0245040450360475	7.76395094054319	0.116855754935486	1.28169722536894	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Rhizobiaceae|Pararhizobium	0.943403405449017	1.81178194905041	0.868378543601396	3.22906041592556	0.017174810298626	6.18717139622634	0.233722542009231	1.6530842688888	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Dongia	-0.391907975684043	0.348501569131477	0.740409544815521	-3.73007933446169	0.00429916948007036	9.46691610637986	-0.62781090165204	-0.156005049716047	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingomonas	0.833773078282649	1.77490767198922	0.941134593706569	4.03596913063536	0.00458126520092039	7.27098970279052	0.34894239801873	1.31860375854657	Welch Two Sample t-test	two.sided
Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Kinneretia	1.59596277152096	3.25552140664798	1.65955863512702	5.5301675015498	0.000657600689957489	7.61419447017944	0.924552762076134	2.26737278096579	Welch Two Sample t-test	two.sided
